LABID,YEAR,SEROTYPE,MLST,PBP1a,PBP2b,PBP2x,PEN,AMO,MER,TAX,CFT,CFX
2010220116,2009,19A,320,13,11,16,MIC = 8,MIC > 8,MIC = NA,MIC = 2,MIC = 2,MIC > 2
2010220126,2009,19A,8207,27,11,8,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2010220131,2009,19A,3936,17,15,22,MIC = 1,MIC = 0.12,MIC = 0.12,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2010220141,2009,13,9462,11,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220243,2009,31,1994,12,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220245,2009,19A,320,13,11,16,MIC = 8,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2010220270,2009,15B,199,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220276,2009,19A,695,8,0,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220284,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220285,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220292,2009,23A,338,19,1,24,MIC = 0.5,MIC = 0.25,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2010220298,2009,10A,585,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220299,2009,19A,320,13,11,16,MIC = 8,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2010220311,2009,35B,558,4,7,7,MIC = 2,MIC = 2,MIC = 1,MIC = 1,MIC <= 0.5,MIC > 2
2010220340,2009,16F,2966,37,4,2,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220349,2009,15C,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010220350,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010223233,2009,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010223244,2009,16F,659,9,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010223245,2009,19A,8197,17,1,22,MIC = 0.5,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2010223246,2009,19A,1756,0,29,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010223249,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010223250,2009,12F,218,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010223273,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010223357,2009,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010225288,2009,23A,338,0,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2010225299,2009,19A,199,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2010226037,2009,15C,193,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2011207503,2011,06C,"7,25,197,1,15,20,28",1,4,21,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2011212060,2011,23B,1373,0,1,1,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2011215108,2011,06C,5501,1,4,21,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2011216577,2011,23B,1373,0,1,1,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2011218350,2011,15C,138,2,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012209214,2012,3,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012210256,2012,15A,63,24,27,8,MIC = 0.5,MIC = 0.5,MIC = 0.12,MIC = 1,MIC = 1,MIC > 2
2012211509,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012211516,2012,15C,199,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012211517,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012211697,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012211937,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012211938,2012,19A,1451,13,11,16,MIC = 8,MIC = 8,MIC = NA,MIC = 2,MIC = 2,MIC > 2
2012211959,2011,15C,3280,7,8,9,MIC = 0.25,MIC = 0.5,MIC = 0.12,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2012212039,2012,31,568,12,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012212051,2012,10A,10177,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012212058,2012,8,1480,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012212202,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012212205,2012,15C,2154,2,6,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012212521,2012,06C,1379,19,31,8,MIC = 0.5,MIC = 1,MIC = 0.12,MIC = 0.25,MIC <= 0.5,MIC = 2
2012212529,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012212660,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012212663,2012,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012213285,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012213946,2012,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012213979,2012,23B,1373,0,1,1,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012213994,2012,23B,439,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214024,2012,19A,199,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214035,2012,19A,2344,18,12,8,MIC = 2,MIC = 1,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012214276,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214377,2012,1,306,23,6,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214417,2012,23A,338,0,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214434,2012,15C,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214435,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214442,2012,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214443,2012,09V,1269,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214448,2012,35B,10493,4,7,7,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012214450,2012,15B,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214475,2012,19A,320,13,11,16,MIC = 2,MIC = 2,MIC = 1,MIC = 0.5,MIC <= 0.5,MIC > 2
2012214484,2012,15B,1755,15,0,2,MIC = 1,MIC = 1,MIC = 0.12,MIC = 0.5,MIC <= 0.5,MIC > 2
2012214490,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214497,2012,15B,3280,7,8,9,MIC = 0.25,MIC = 0.25,MIC = 0.12,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214499,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214505,2012,15A,63,24,27,28,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214908,2012,19A,1848,2,44,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214919,2012,33F,717,2,72,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214921,2012,23A,338,0,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214924,2012,19F,271,13,16,47,MIC = 2,MIC = 1,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012214930,2012,19A,10223,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2012214931,2012,34,5258,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214932,2012,15C,162,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214951,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012214952,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215002,2012,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2012215019,2012,19A,695,8,0,11,MIC = 0.06,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215020,2012,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215453,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215474,2012,16F,1840,0,10,14,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2012215593,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012215605,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2012215608,2012,35B,"18,12,4,6,14,77,97",4,7,7,MIC = 1,MIC = 2,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012215622,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215624,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215639,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215656,2012,31,568,12,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215769,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215786,2012,06C,1390,15,16,8,MIC = 1,MIC = 1,MIC = 0.25,MIC = 0.5,MIC <= 0.5,MIC > 2
2012215791,2012,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215792,2012,19A,2269,33,29,11,MIC = 0.25,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215804,2012,23B,1373,0,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215805,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215821,2012,3,180,2,0,111,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC = 0.5,MIC <= 0.5,MIC <= 0.5
2012215830,2012,35F,1635,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215847,2012,16F,3157,0,0,116,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012215849,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012216037,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012216040,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012216057,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012217273,2012,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012217274,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012217544,2012,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2012217851,2012,NT,199,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012217854,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012217982,2012,12F,218,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012217987,2012,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012217990,2012,8,1480,3,2,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218005,2012,31,568,12,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218011,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218014,2012,16F,659,9,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218031,2012,19A,320,13,11,118,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2012218036,2012,33F,7507,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218039,2012,09N,632,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218049,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218050,2012,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218067,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218130,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218141,2012,23A,338,0,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218149,2012,15B,7479,7,8,9,MIC = 0.25,MIC = 0.5,MIC = 0.25,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2012218158,2012,15B,10161,7,8,9,MIC = 0.5,MIC = 0.5,MIC = 0.12,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218174,2012,09N,1257,1,4,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218190,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218206,2012,35B,558,4,7,7,MIC = 4,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2012218222,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218235,2012,22F,433,1,2,59,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012218655,2012,06B,135,8,67,103,MIC = 0.5,MIC = 0.25,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2012218663,2012,8,1480,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219021,2012,4,10173,3,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219022,2012,10A,97,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219138,2012,12F,220,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219141,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012219771,2012,09N,66,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219787,2012,9N,405,23,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219788,2012,6C,10767,19,1,2,MIC <= 0.03,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219790,2012,15C,3280,7,8,9,MIC = 0.5,MIC = 0.5,MIC = 0.25,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2012219806,2012,19A,199,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219822,2012,20,235,1,4,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219825,2012,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219828,2012,19A,199,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219840,2012,12F,218,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219856,2012,11A,62,2,6,10,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219972,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219977,2012,23B,1349,7,1,1,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012219980,2012,33F,100,64,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220096,2012,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220097,2012,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220098,2012,12F,220,0,0,17,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220326,2012,20,1257,1,4,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220343,2012,15B,7479,7,8,9,MIC = 0.25,MIC = 0.06,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2012220352,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220353,2012,19A,320,13,11,33,MIC = 4,MIC = 8,MIC = 1,MIC = 8,MIC = 4,MIC > 2
2012220354,2012,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220414,2012,23B,4334,0,2,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220420,2012,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220439,2012,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2012220440,2012,19A,1451,13,11,113,MIC = 8,MIC = 8,MIC = NA,MIC = 8,MIC = 4,MIC > 2
2012220500,2012,11A,62,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220570,2012,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220587,2012,34,10157,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220607,2012,19A,320,13,11,16,MIC = 8,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2012220613,2012,35B,10175,4,14,7,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC <= 0.5,MIC = 2
2012220624,2012,22F,433,1,2,59,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220641,2012,15A,63,24,27,28,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220659,2012,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012220662,2012,3,10768,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221164,2012,23B,439,0,0,119,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221165,2012,35B,156,4,12,7,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2012221315,2012,35B,558,4,7,112,MIC = 1,MIC = 2,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012221320,2012,38,393,2,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221324,2012,07C,1797,2,4,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221326,2012,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2012221327,2012,35B,558,4,7,7,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2012221403,2012,06B,1092,60,7,8,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2012221404,2012,06C,138,2,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221540,2012,19A,695,8,0,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2012221544,2012,23B,439,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
